EKATTE_ID,SETTLEMENT_NAME,AREA(DECARS)
03246,"с. Бекриите, общ. Габрово, обл. Габрово",0
03561,"с. Бел камен, общ. Якоруда, обл. Благоевград",10962
03280,"с. Бела Рада, общ. Видин, обл. Видин",25569
03263,"с. Бела, общ. Димово, обл. Видин",20785
03277,"с. Беланица, общ. Радомир, обл. Перник",1804
03294,"с. Беласица, общ. Петрич, обл. Благоевград",26066
03304,"с. Белащица, общ. Родопи, обл. Пловдив",13782
03318,"с. Белгун, общ. Каварна, обл. Добрич",33292
03321,"с. Белев дол, общ. Смолян, обл. Смолян",3764
03335,"с. Белевехчево, общ. Сандански, обл. Благоевград",1870
03349,"с. Белеврен, общ. Средец, обл. Бургас",42973
03373,"с. Беленци, общ. Луковит, обл. Ловеч",25705
03441,"с. Бели Искър, общ. Самоков, обл. София",89382
24092,"с. Бели Лом, общ. Лозница, обл. Разград",19808
03486,"с. Бели Осъм, общ. Троян, обл. Ловеч",41788
03383,"с. Бели брег, общ. Бойчиновци, обл. Монтана",17157
03397,"с. Бели брод, общ. Бойчиновци, обл. Монтана",15472
03407,"с. Бели бряг, общ. Раднево, обл. Стара Загора",10612
03410,"с. Бели вир, общ. Черноочене, обл. Кърджали",8067
03424,"с. Бели дол, общ. Ивайловград, обл. Хасково",8258
03438,"с. Бели извор, общ. Враца, обл. Враца",28038
03499,"с. Бели пласт, общ. Кърджали, обл. Кърджали",17468
03455,"с. Белила, общ. Средец, обл. Бургас",20348
03469,"с. Белимел, общ. Чипровци, обл. Монтана",19526
03472,"с. Белинци, общ. Исперих, обл. Разград",12910
07960,"с. Белица, общ. Ихтиман, обл. София",73353
03530,"с. Белица, общ. Лъки, обл. Пловдив",61812
03544,"с. Белица, общ. Любимец, обл. Хасково",28132
03513,"с. Белица, общ. Трявна, обл. Габрово",21326
03527,"с. Белица, общ. Тутракан, обл. Силистра",33937
03558,"с. Белиш, общ. Троян, обл. Ловеч",29289
03664,"с. Бело поле, общ. Благоевград, обл. Благоевград",2584
03678,"с. Бело поле, общ. Ружинци, обл. Видин",30656
03575,"с. Беловец, общ. Кубрат, обл. Разград",38422
03589,"с. Беловица, общ. Хисаря, обл. Пловдив",55229
03602,"с. Белоградец, общ. Ветрино, обл. Варна",51950
27440,"с. Белодол, общ. Поморие, обл. Бургас",13282
03620,"с. Белозем, общ. Раковски, обл. Пловдив",41828
03633,"с. Белокопитово, общ. Шумен, обл. Шумен",6425
03647,"с. Беломорци, общ. Омуртаг, обл. Търговище",12084
03650,"с. Беломъжите, общ. Габрово, обл. Габрово",0
03681,"с. Белополци, общ. Ивайловград, обл. Хасково",23340
03695,"с. Белополяне, общ. Ивайловград, обл. Хасково",15728
03705,"с. Белопопци, общ. Горна Малина, обл. София",15425
03722,"с. Белотинци, общ. Монтана, обл. Монтана",44286
03745,"с. Белцов, общ. Ценово, обл. Русе",25254
03753,"с. Белчевци, общ. Велико Търново, обл. Велико Търново",0
03767,"с. Белчин, общ. Самоков, обл. София",35147
03770,"с. Белчински бани, общ. Самоков, обл. София",0
03784,"с. Бельово, общ. Сандански, обл. Благоевград",41228
03798,"с. Беляковец, общ. Велико Търново, обл. Велико Търново",22497
03808,"с. Беляново, общ. Ценово, обл. Русе",13650
03811,"с. Бенковски, общ. Аврен, обл. Варна",13232
03860,"с. Бенковски, общ. Добрич-селска, обл. Добрич",36546
03825,"с. Бенковски, общ. Кирково, обл. Кърджали",13912
03839,"с. Бенковски, общ. Марица, обл. Пловдив",16284
03842,"с. Бенковски, общ. Мирково, обл. София",16014
03856,"с. Бенковски, общ. Стара Загора, обл. Стара Загора",14462
03873,"с. Берайнци, общ. Трън, обл. Перник",2416
03900,"с. Беренде извор, общ. Драгоман, обл. София",7270
03890,"с. Беренде, общ. Драгоман, обл. София",7152
03887,"с. Беренде, общ. Земен, обл. Перник",10217
03914,"с. Бериево, общ. Севлиево, обл. Габрово",26291
03931,"с. Берковски, общ. Попово, обл. Търговище",9971
03945,"с. Берковци, общ. Елена, обл. Велико Търново",0
03959,"с. Бероново, общ. Сунгурларе, обл. Бургас",28814
03962,"с. Берсин, общ. Кюстендил, обл. Кюстендил",10740
03976,"с. Беслен, общ. Хаджидимово, обл. Благоевград",19466
03986,"с. Беснурка, общ. Черноочене, обл. Кърджали",2715
03993,"с. Биволаре, общ. Долна Митрополия, обл. Плевен",12427
04008,"с. Биволяне, общ. Момчилград, обл. Кърджали",15014
04011,"с. Бижовци, общ. Велико Търново, обл. Велико Търново",0
04025,"с. Бижовци, общ. Трявна, обл. Габрово",14139
04039,"с. Биково, общ. Сливен, обл. Сливен",21994
04042,"с. Билинци, общ. Брезник, обл. Перник",5193
04056,"с. Билка, общ. Руен, обл. Бургас",14637
04068,"с. Билкини, общ. Дряново, обл. Габрово",0
04090,"с. Било, общ. Каварна, обл. Добрич",17597
04100,"с. Билянска, общ. Смолян, обл. Смолян",0
04114,"с. Бинкос, общ. Сливен, обл. Сливен",12850
07836,"с. Биркова, общ. Велинград, обл. Пазарджик",3677
04128,"с. Бисер, общ. Харманли, обл. Хасково",28346
04131,"с. Бисерци, общ. Кубрат, обл. Разград",29055
04145,"с. Бистра, общ. Алфатар, обл. Силистра",15681
04159,"с. Бистра, общ. Търговище, обл. Търговище",13201
04162,"с. Бистренци, общ. Бяла, обл. Русе",23012
04193,"с. Бистрец, общ. Крушари, обл. Добрич",16063
04176,"с. Бистрец, общ. Средец, обл. Бургас",31205
04203,"с. Бистрилица, общ. Берковица, обл. Монтана",20722
04217,"с. Бистрица, общ. Благоевград, обл. Благоевград",171498
04220,"с. Бистрица, общ. Дупница, обл. Кюстендил",58818
04234,"с. Бистрица, общ. Столична, обл. София (столица)",52964
04248,"с. Бистроглед, общ. Ардино, обл. Кърджали",2602
