"SETTLEMENT","MUNICIPALITY","PROVINCE","POSTAL_CODE","EKATTE_ID"
"Широково","Две могили","Русе","7159","83301"
"Шишенци","Бойница","Видин","3834","83329"
"Шишковица","Антоново","Търговище","7971","83332"
"Шишковци","Кюстендил","Кюстендил","2553","83354"
"Шишманово","Харманли","Хасково","6458","83377"
"Шишманци","Раковски","Пловдив","4133","83380"
"Шияково","Гулянци","Плевен","5962","83394"
"Шкорпиловци","Долни чифлик","Варна","9112","83404"
"Шодековци","Велико Търново","Велико Търново","5053","83418"
"Шопите","Севлиево","Габрово","5459","83435"
"Шопци","Кирково","Кърджали","6883","83449"
"Шубеци","Елена","Велико Търново","5097","83452"
"Шума","Годеч","София","2252","83466"
"Шумата","Севлиево","Габрово","5468","83497"
"Шумен",0,"Шумен","9700","#N/A"
"Шуменци","Тутракан","Силистра","7639","83524"
"Шумнатица","Кирково","Кърджали","6888","83538"
"Шушня","Дряново","Габрово","5380","83555"
"Щерна","Джебел","Кърджали","6842","84019"
"Щипско","Вълчи дол","Варна","9283","84022"
"Щит","Свиленград","Хасково","6528","84036"
"Щръклево","Иваново","Русе","7078","84049"
"Щърково","Лесичово","Пазарджик","4461","84067"
"Ъглен","Луковит","Ловеч","5791","85010"
"Югово","Лъки","Пловдив","4241","86012"
"Юделник","Сливо поле","Русе","7061","86026"
"Юлиево","Мъглиж","Стара Загора","6168","86043"
"Юнак","Аврен","Варна","9138","86057"
"Юнаци","Момчилград","Кърджали","6800","86060"
"Юнаците","Пазарджик","Пазарджик","4420","86074"
"Юндола","Велинград","Пазарджик","4629","86115"
"Юнец","Долни чифлик","Варна","9109","86088"
"Юпер","Кубрат","Разград","7338","86091"
"Юруково","Якоруда","Благоевград","2796","86101"
"Ябланица","Ябланица","Ловеч","5750","87014"
"Ябланица","Своге","София","2298","87028"
"Ябланово","Котел","Сливен","8989","87031"
"Ябълковец","Ардино","Кърджали","6787","87059"
"Ябълково","Кюстендил","Кюстендил","2544","87062"
"Ябълково","Димитровград","Хасково","6440","87076"
"Ябълковци","Трявна","Габрово","5350","87081"
"Ябълчево","Руен","Бургас","8542","87093"
"Ябълчени","Черноочене","Кърджали","6715","87103"
"Явор","Трявна","Габрово","5350","87117"
"Яворец","Габрово","Габрово","5334","87120"
"Яворница","Петрич","Благоевград","2896","87134"
"Яворовец","Мъглиж","Стара Загора","6179","87148"
"Яворово","Черноочене","Кърджали","6696","87165"
"Яворово","Чирпан","Стара Загора","6240","#N/A"
"Яврово","Куклен","Пловдив","4258","87179"
"Ягнило","Ветрино","Варна","9231","87206"
"Ягода","Мъглиж","Стара Загора","6167","87212"
"Ягодина","Борино","Смолян","4835","87223"
"Ягодово","Берковица","Монтана","3537","87237"
"Ягодово","Родопи","Пловдив","4113","87240"
"Яздач","Чирпан","Стара Загора","6229","87254"
"Язовец","Антоново","Търговище","7991","87271"
"Яким Груево","Исперих","Разград","7443","87285"
"Якимово","Якимово","Монтана","3640","87299"
"Яковица","Кирково","Кърджали","6870","87309"
"Яково","Петрич","Благоевград","2875","87312"
"Яковци","Елена","Велико Търново","5081","87326"
"Якоруда","Якоруда","Благоевград","2790","87338"
"Ялботина","Драгоман","София","2220","87343"
"Ялово","Велико Търново","Велико Търново","5056","87360"
"Ямбол",0,"Ямбол","8600","#N/A"
"Ямино","Джебел","Кърджали","6854","87388"
"Ямна","Етрополе","София","2183","87391"
"Яна","Район Кремиковци","София","1805","#N/A"
"Янино","Кирково","Кърджали","6865","87415"
"Янково","Смядово","Шумен","9823","87429"
"Янковци","Габрово","Габрово","5345","87432"
"Яново","Сандански","Благоевград","2816","87446"
"Янтра","Горна Оряховица","Велико Търново","5135","87453"
"Янтра","Дряново","Габрово","5374","87463"
"Яньовец","Димово","Видин","3949","87477"
"Ярджиловци","Перник","Перник","2355","87480"
"Яребица","Кърджали","Кърджали","6732","87494"
"Яребица","Дулово","Силистра","7691","87504"
"Яребична","Аксаково","Варна","9158","87518"
"Яребично","Антоново","Търговище","7998","87521"
"Яребковица","Самоков","София","2023","87535"
