ekatte,shared_grounds_parent,shared_grounds_children,t_v_m,name,oblast,obstina,kmetstvo,kind,category,altitude,document,tsb,abc,area
66696,,,с.,Скала,SLS,SLS10,SLS10-22,3,7,4,1928,N,4287,13241
66706,,,с.,Скалак,BGS,BGS18,BGS18-26,3,6,3,1928,SE,4288,24175
66716,,,с.,Скалак,KRZ,KRZ15,KRZ15-64,3,8,5,1928,S,4289,6240
66723,,,с.,Скалина,KRZ,KRZ08,KRZ08-33,3,8,5,1928,S,4290,1211
66737,,,с.,Скалица,JAM,JAM25,JAM25-35,3,6,3,1928,SE,4291,49326
66740,,,с.,Скалище,KRZ,KRZ16,KRZ16-33,3,7,4,1928,S,4292,4291
66754,,,с.,Скална глава,KRZ,KRZ16,KRZ16-34,3,7,6,1928,S,4293,3725
66768,,,с.,Скалско,GAB,GAB12,GAB12-00,3,8,5,1928,N,4294,8546
66771,,,с.,Скандалото,LOV,LOV02,LOV02-00,3,8,5,1928,NW,4295,10679
66785,,,с.,Склаве,BLG,BLG40,BLG40-37,3,5,3,1928,SW,4296,9034
66799,,,с.,Скобелево,LOV,LOV18,LOV18-22,3,7,4,1928,NW,4297,12772
66809,,,с.,Скобелево,PDV,PDV26,PDV26-00,3,8,8,1928,S,4298,44720
66812,,,с.,Скобелево,SLV,SLV20,SLV20-35,3,7,3,1928,SE,4299,17672
66826,,,с.,Скобелево,SZR,SZR24,SZR24-09,3,6,6,1928,SE,4300,50051
66831,,,с.,Скобелево,HKV,HKV09,HKV09-21,3,7,3,1928,S,4301,10345
66843,,,с.,Скомля,VID,VID16,VID16-00,3,8,4,1928,NW,4302,8903
66857,04025,,с.,Скорците,GAB,GAB35,GAB35-00,3,8,6,1928,N,4303,0
66860,,,с.,Скравена,SFO,SFO07,SFO07-11,3,5,5,1928,SW,4304,35526
66874,,,с.,Скребатно,BLG,BLG13,BLG13-13,3,7,7,1928,SW,4305,38147
66888,,,с.,Скрино,KNL,KNL05,KNL05-00,3,8,6,1928,SW,4306,15034
66891,,,с.,Скриняно,KNL,KNL29,KNL29-38,3,7,6,1928,SW,4307,7265
66901,,,с.,Скрът,BLG,BLG33,BLG33-39,3,5,5,1928,SW,4308,12165
66915,,,с.,Скутаре,PDV,PDV17,PDV17-14,3,5,3,1928,S,4309,18239
66929,68014,,с.,Скърбино,KRZ,KRZ16,KRZ16-89,3,7,5,1928,S,4310,0
66932,,,с.,Славеево,HKV,HKV11,HKV11-21,3,7,2,1928,S,4311,10400
66946,,,с.,Славеево,DOB,DOB15,DOB15-54,3,7,4,1928,NE,4312,21824
66957,,,с.,Славейно,SML,SML31,SML31-29,3,6,8,1928,S,4316,23233
66963,,,с.,Славейково,VAR,VAR24,VAR24-17,3,7,3,1928,NE,4313,38678
66977,,,с.,Славейково,GAB,GAB12,GAB12-00,3,8,5,1928,N,4314,11648
66980,,,с.,Славейково,JAM,JAM07,JAM07-12,3,8,4,1928,SE,4315,12999
67009,,,с.,Славовица,PAZ,PAZ29,PAZ29-14,3,6,6,1928,S,4317,26984
67012,,,с.,Славовица,PVN,PVN10,PVN10-13,3,6,2,1928,NW,4318,41561
67043,,,с.,Славотин,MON,MON29,MON29-17,3,7,4,1928,NW,4319,43318
67057,,,с.,Славщица,LOV,LOV36,LOV36-00,3,8,5,1928,NW,4320,28761
67060,,,с.,Славяни,LOV,LOV18,LOV18-23,3,6,4,1928,NW,4321,28890
67074,,,с.,Славянин,SZR,SZR04,SZR04-00,3,8,5,1928,SE,4322,20253
67088,,,гр.,Славяново,PVN,PVN24,PVN24-20,1,4,3,1928,NW,4323,93454
67091,,,с.,Славяново,TGV,TGV24,TGV24-31,3,6,4,1928,NE,4324,26862
67101,,,с.,Славяново,HKV,HKV33,HKV33-19,3,6,3,1928,S,4325,40008
67115,,,с.,Славянци,BGS,BGS23,BGS23-19,3,6,4,1928,SE,4326,20948
67129,,,с.,Сладка вода,VAR,VAR16,VAR16-00,3,8,3,1928,NE,4327,14521
67132,,,с.,Сладкодум,KRZ,KRZ15,KRZ15-00,3,8,5,1928,S,4328,12690
67146,,,с.,Сладун,HKV,HKV28,HKV28-12,3,7,3,1928,S,4329,35653
67154,,,с.,Сладък кладенец,SZR,SZR31,SZR31-00,3,8,2,1928,SE,4330,26548
67163,,,с.,Слаковци,PER,PER08,PER08-19,3,7,7,1928,SW,4331,14280
67177,,,с.,Сламино,JAM,JAM25,JAM25-36,3,7,3,1928,SE,4332,20253
67180,,,с.,Слана бара,VID,VID09,VID09-29,3,6,1,1928,NW,4333,11739
67194,,,с.,Сланотрън,VID,VID09,VID09-30,3,6,1,1928,NW,4334,15991
67218,,,с.,Слатина,LOV,LOV18,LOV18-24,3,6,4,1928,NW,4335,36057
67221,,,с.,Слатина,MON,MON02,MON02-14,3,7,5,1928,NW,4336,10458
67235,,,с.,Слатина,PDV,PDV13,PDV13-23,3,5,5,1928,S,4337,48715
67249,,,с.,Слатина,SLS,SLS32,SLS32-10,3,8,2,1928,N,4338,18232
67252,,,с.,Слатино,KNL,KNL05,KNL05-08,3,6,5,1928,SW,4339,12273
67266,,,с.,Слатино,PER,PER22,PER22-00,3,8,7,1928,SW,4340,9642
67270,,,с.,Слащен,BLG,BLG42,BLG42-11,3,5,6,1928,SW,4341,20975
67283,,,с.,Сливак,SHU,SHU11,SHU11-15,3,7,5,1928,NE,4342,14424
67297,,,с.,Сливарка,KRZ,KRZ15,KRZ15-39,3,7,5,1928,S,4343,3958
67307,,,с.,Сливарово,BGS,BGS12,BGS12-00,3,8,5,1928,SE,4344,83490
67310,,,с.,Сливата,MON,MON24,MON24-12,3,7,2,1928,NW,4345,17938
67324,,,с.,Сливек,LOV,LOV18,LOV18-00,3,7,4,1928,NW,4346,8135
67338,,,гр.,Сливен,SLV,SLV20,SLV20-00,1,1,4,1928,SE,4347,193778
67341,,,с.,Сливито,SZR,SZR22,SZR22-02,3,8,6,1928,SE,4349,25312
67355,,,с.,Сливка,SML,SML02,SML02-00,3,8,7,1928,S,4350,16131
67369,,,с.,Сливница,BLG,BLG28,BLG28-05,3,5,3,1928,SW,4351,20287
67372,,,гр.,Сливница,SFO,SFO45,SFO45-00,1,3,6,1928,SW,4352,42816
67386,,,с.,Сливовик,MON,MON26,MON26-04,3,7,3,1928,NW,4354,36285
67395,,81339,с.,Сливовица,VTR,VTR14,VTR14-00,3,8,4,1928,N,4355,22360
67400,,,с.,Сливовник,VID,VID01,VID01-00,3,8,4,1928,NW,4356,6546
67413,,,с.,Сливово,BGS,BGS06,BGS06-00,3,8,4,1928,SE,4357,30158
67427,68823,,с.,Сливово,GAB,GAB35,GAB35-00,3,8,6,1928,N,4358,0
67430,83274,,с.,Сливово,SML,SML31,SML31-41,3,8,8,1928,S,4359,0
67444,,,гр.,Сливо поле,RSE,RSE33,RSE33-00,1,4,1,1928,N,4353,36233
67458,,,с.,Слишовци,PER,PER51,PER51-00,3,8,7,1928,SW,4360,8473
67461,,,с.,Слокощица,KNL,KNL29,KNL29-39,3,5,6,1928,SW,4361,15043
67475,,,с.,Сломер,VTR,VTR22,VTR22-17,3,7,3,1928,N,4362,35123
67489,,,с.,Слънчево,VAR,VAR02,VAR02-21,3,6,3,1928,NE,4363,26921
67492,10433,,с.,Слънчовец,TGV,TGV02,TGV02-00,3,8,5,1928,NE,4364,0
67502,,,с.,Слънчоглед,KRZ,KRZ08,KRZ08-16,3,7,5,1928,S,4365,4901
67516,,,с.,Смилец,PAZ,PAZ32,PAZ32-04,3,7,5,1928,S,4366,34100
67526,,,с.,Смилец,SLS,SLS31,SLS31-14,3,7,1,1928,N,4367,28005
67533,18215,,с.,Смиловци,GAB,GAB05,GAB05-07,3,8,5,1928,N,4368,0
67547,,02076,с.,Смилян,SML,SML31,SML31-30,3,5,7,1928,S,4369,29248
67550,,,с.,Смин,DOB,DOB29,DOB29-00,3,8,2,1928,NE,4370,11907
67564,,,с.,Смирненски,MON,MON07,MON07-08,3,7,3,1928,NW,4371,34412
67578,,,с.,Смирненски,RSE,RSE05,RSE05-09,3,5,4,1928,N,4372,44876
67581,,,с.,Смирненци,HKV,HKV33,HKV33-20,3,7,3,1928,S,4373,14743
67595,,,с.,Смиров дол,PER,PER19,PER19-00,3,8,7,1928,SW,4374,8138
67619,,,с.,Смоличано,KNL,KNL31,KNL31-00,3,8,6,1928,SW,4376,10500
67622,,,с.,Смолница,DOB,DOB15,DOB15-55,3,6,4,1928,NE,4378,25855
67636,,,с.,Смолско,SFO,SFO56,SFO56-04,3,7,6,1928,SW,4379,41025
67641,,,с.,Смолча,SFO,SFO09,SFO09-00,3,8,7,1928,SW,4380,12108
67653,,11572 14129 24089 56455 77205 ,гр.,Смолян,SML,SML31,SML31-00,1,2,7,1928,S,4381,134590
67667,,,с.,Смоляновци,MON,MON29,MON29-18,3,5,5,1928,NW,4382,47631
67670,,,с.,Смочан,LOV,LOV18,LOV18-26,3,7,3,1928,NW,4383,14451
67698,,,с.,Смочево,KNL,KNL38,KNL38-04,3,7,6,1928,SW,4384,23264
67708,,,гр.,Смядово,SHU,SHU25,SHU25-00,1,4,2,1928,NE,4385,96758
67725,,,с.,Снежа,BGS,BGS18,BGS18-27,3,7,5,1928,SE,4386,16769
67739,,,с.,Снежина,VAR,VAR24,VAR24-18,3,6,3,1928,NE,4387,13883
67742,,,с.,Снежинка,KRZ,KRZ16,KRZ16-09,3,8,5,1928,S,4388,2221
67756,,,с.,Сноп,DOB,DOB12,DOB12-00,3,7,3,1928,NE,4389,16440
67767,,,с.,Снягово,BGS,BGS18,BGS18-28,3,5,5,1928,SE,4390,21300
67773,,,с.,Снягово,DOB,DOB12,DOB12-35,3,7,3,1928,NE,4391,17676
67787,65766,,с.,Совата,VTR,VTR28,VTR28-12,3,7,1,1928,N,4392,0
67790,,,с.,Соволяно,KNL,KNL29,KNL29-40,3,6,6,1928,SW,4393,15067
67800,,,гр.,Созопол,BGS,BGS21,BGS21-00,1,3,1,1928,SE,4394,41829
67828,,,с.,Сокол,SLS,SLS07,SLS07-19,3,6,3,1928,N,4395,22325
67831,,,с.,Сокол,SLV,SLV16,SLV16-26,3,7,4,1928,SE,4396,16350
67845,,,с.,Соколаре,VRC,VRC08,VRC08-12,3,6,3,1928,NW,4397,25396
67859,,,с.,Соколарци,SLV,SLV11,SLV11-16,3,6,5,1928,SE,4398,5225
67862,,,с.,Соколенци,HKV,HKV11,HKV11-16,3,8,5,1928,S,4399,7195
67876,,,с.,Соколец,BGS,BGS18,BGS18-29,3,7,4,1928,SE,4400,17342
67882,,,с.,Соколино,KRZ,KRZ21,KRZ21-23,3,5,5,1928,S,4401,8446
67893,,,с.,Соколите,KRZ,KRZ35,KRZ35-00,3,8,7,1928,S,4402,17947
67903,,,с.,Соколица,PDV,PDV13,PDV13-24,3,6,5,1928,S,4403,13902
67917,,,с.,Соколник,DOB,DOB15,DOB15-59,3,8,4,1928,NE,4404,5885
67920,,,с.,Соколово,BGS,BGS09,BGS09-23,3,7,4,1928,SE,4405,19451
67934,21261,,с.,Соколово,GAB,GAB12,GAB12-00,3,8,4,1928,N,4406,0
67948,,,с.,Соколово,LOV,LOV18,LOV18-00,3,7,5,1928,NW,4407,14164
67951,,,с.,Соколово,DOB,DOB03,DOB03-15,3,5,4,1928,NE,4408,41174
67965,,,с.,Соколовци,SML,SML31,SML31-31,3,7,8,1928,S,4409,13339
67979,43856,,с.,Соколско,KRZ,KRZ16,KRZ16-41,3,8,4,1928,S,4410,0
67982,,,с.,Соколяне,KRZ,KRZ16,KRZ16-45,3,7,5,1928,S,4411,4188
67996,17991,,с.,Солари,GAB,GAB05,GAB05-00,3,8,6,1928,N,4412,0
68000,,69256,с.,Солища,SML,SML31,SML31-00,3,8,8,1928,S,4413,14670
68014,,66929,с.,Солище,KRZ,KRZ16,KRZ16-35,3,7,5,1928,S,4414,1367
68028,,,с.,Солник,VAR,VAR13,VAR13-13,3,7,1,1928,NE,4415,34518
68045,,,с.,Сомовит,PVN,PVN08,PVN08-10,3,6,2,1928,NW,4416,24689
68059,,,с.,Сопица,PER,PER08,PER08-00,3,8,7,1928,SW,4417,10602
68062,,,с.,Сопово,KNL,KNL05,KNL05-00,3,8,5,1928,SW,4418,4172
68076,,,с.,Сопот,LOV,LOV36,LOV36-10,3,7,5,1928,NW,4419,37264
68080,,,гр.,Сопот,PDV,PDV43,PDV43-00,1,3,5,1928,S,4420,36370
68093,62637,,с.,Сопотот,SML,SML27,SML27-10,3,6,7,1928,S,4421,0
68103,,,с.,Полковник Иваново,DOB,DOB15,DOB15-00,3,8,4,1928,NE,3682,15485
68117,,,с.,Сотиря,SLV,SLV20,SLV20-36,3,5,4,1928,SE,4422,19435
68120,,,с.,Софийци,KRZ,KRZ08,KRZ08-34,3,7,5,1928,S,4423,8279
68134,,,гр.,София,SOF,SOF46,SOF46-00,1,0,6,1928,SW,4424,492029
68148,,,с.,Софрониево,VRC,VRC28,VRC28-05,3,5,2,1928,NW,4425,56917
68165,37722,,с.,Спанци,GAB,GAB05,GAB05-00,3,8,5,1928,N,4426,0
68179,,,с.,Спанчевци,MON,MON12,MON12-06,3,7,5,1928,NW,4427,17335
68182,,,с.,Спасово,SZR,SZR36,SZR36-12,3,7,4,1928,SE,4428,35810
68196,,,с.,Спасово,DOB,DOB12,DOB12-36,3,6,3,1928,NE,4429,47487
68210,37352,,с.,Спасовци,GAB,GAB05,GAB05-09,3,8,6,1927,N,4430,0
68223,,,с.,Спатово,BLG,BLG40,BLG40-38,3,8,3,1928,SW,4431,4106
68237,,,с.,Спахиево,HKV,HKV19,HKV19-08,3,7,5,1928,S,4432,19111
68240,,,с.,Сполука,KRZ,KRZ02,KRZ02-19,3,8,8,1928,S,4433,3400
68254,,,с.,Срацимир,SLS,SLS31,SLS31-15,3,7,2,1928,N,4434,21286
68268,,,с.,Срацимирово,VID,VID15,VID15-00,3,8,3,1928,NW,4435,13165
68271,57128,,с.,Сребриново,PAZ,PAZ20,PAZ20-00,3,8,6,1928,S,4436,0
68299,,,с.,Сребърна,SLS,SLS31,SLS31-16,3,6,1,1928,N,4437,39065
68309,,,с.,Средец,SML,SML18,SML18-13,3,6,6,1928,S,4439,6068
68312,,,с.,Средец,SZR,SZR23,SZR23-09,3,7,3,1928,SE,4440,20467
68326,,,с.,Средина,DOB,DOB12,DOB12-00,3,8,3,1928,NE,4441,16775
68336,,,с.,Срединка,KRZ,KRZ16,KRZ16-90,3,7,5,1928,S,4442,295
68357,,,с.,Средище,SLS,SLS15,SLS15-10,3,5,3,1928,N,4443,19183
68388,,,с.,Средковец,SHU,SHU18,SHU18-11,3,6,4,1928,NE,4444,10446
68401,,,с.,Средна махала,BGS,BGS18,BGS18-30,3,7,5,1928,SE,4445,8177
68415,,,с.,Среднево,KRZ,KRZ35,KRZ35-34,3,6,5,1928,S,4446,2044
68429,,02169 03945 32682 62325 77178 ,с.,Средни колиби,VTR,VTR13,VTR13-00,3,8,5,1928,N,4447,38521
68432,,,с.,Средни рът,VRC,VRC32,VRC32-00,3,8,4,1928,NW,4448,15285
68446,,,с.,Средногорово,SZR,SZR12,SZR12-14,3,7,5,1928,SE,4452,68111
68451,,63481,с.,Средногорци,SML,SML16,SML16-17,3,5,6,1928,S,4453,11772
68463,,,с.,Средно градище,SZR,SZR36,SZR36-13,3,7,5,1928,SE,4449,28228
68480,,,с.,Средно село,VAR,VAR08,VAR08-00,3,8,4,1928,NE,4450,7341
68494,,24548 52057 53165 62476 81428 81668 ,с.,Средно село,VTR,VTR14,VTR14-10,3,8,6,1928,N,4451,36758
68504,,,с.,Средня,SHU,SHU30,SHU30-19,3,7,4,1928,NE,4454,17944
68518,,,с.,Средогрив,VID,VID37,VID37-06,3,7,4,1928,NW,4455,22153
68521,02782,,с.,Средок,SML,SML31,SML31-00,3,8,8,1928,S,4456,0
68535,,,с.,Средорек,KNL,KNL50,KNL50-00,3,8,7,1928,SW,4457,11100
68549,,,с.,Средорек,SLV,SLV20,SLV20-37,3,7,6,1928,SE,4458,4897
68552,,,с.,Средоселци,RAZ,RAZ14,RAZ14-19,3,7,4,1928,N,4459,6778
68566,,,с.,Средска,KRZ,KRZ35,KRZ35-00,3,8,6,1928,S,4460,2920
68577,,,с.,Средско,KRZ,KRZ14,KRZ14-36,3,7,6,1928,S,4461,4895
68583,,,с.,Срем,HKV,HKV32,HKV32-14,3,6,2,1928,S,4462,36305
68597,,,с.,Срънско,KRZ,KRZ02,KRZ02-40,3,8,6,1928,S,4463,5897
68607,,,с.,Ставерци,PVN,PVN10,PVN10-14,3,5,2,1928,NW,4464,73613
68610,,,с.,Стаевци,DOB,DOB29,DOB29-06,3,8,1,1928,NE,4465,13465
68624,04025,,с.,Стайновци,GAB,GAB35,GAB35-00,3,8,6,1928,N,4466,0
68638,12718,,с.,Стайчин дол,SML,SML16,SML16-07,3,8,7,1928,S,4467,0
68641,,,с.,Стайчовци,PER,PER51,PER51-00,3,8,7,1928,SW,4468,16412
68655,,,с.,Стакевци,VID,VID01,VID01-13,3,7,6,1928,NW,4469,71375
68669,,,с.,Сталево,HKV,HKV09,HKV09-22,3,7,3,1928,S,4470,22391
68672,,,с.,Сталийска махала,MON,MON24,MON24-07,3,5,2,1928,NW,4471,28457
68692,,,с.,Стамболийски,HKV,HKV34,HKV34-30,3,5,3,1928,S,4473,17009
68708,,,с.,Стамболово,VTR,VTR22,VTR22-18,3,6,2,1928,N,4475,16931
68713,,,с.,Стамболово,RSE,RSE33,RSE33-09,3,6,3,1928,N,4476,13809
68727,,15093,с.,Стамболово,HKV,HKV30,HKV30-00,3,5,4,1928,S,4477,22585
68730,,,с.,Хан Аспарухово,SZR,SZR31,SZR31-44,3,5,3,1928,SE,4881,14407
68744,,,с.,Стан,SHU,SHU22,SHU22-13,3,6,3,1928,NE,4478,21438
68758,,,с.,Станево,MON,MON24,MON24-00,3,7,2,1928,NW,4479,24282
68761,,,с.,Станец,TGV,TGV22,TGV22-56,3,7,6,1928,NE,4480,9169
68775,,,с.,Станинци,SFO,SFO09,SFO09-00,3,8,6,1928,SW,4481,7971
68789,,,гр.,Дупница,KNL,KNL48,KNL48-00,1,2,5,1928,SW,1711,32321
68792,,,с.,Логодаж,BLG,BLG03,BLG03-21,3,7,6,1928,SW,2791,31155
68802,,,с.,Становец,SHU,SHU11,SHU11-00,3,8,5,1928,NE,4482,9865
68816,12677,,с.,Станча,GAB,GAB12,GAB12-02,3,8,6,1928,N,4483,0
68823,,02943 10570 11541 14310 16506 17316 32785 38234 39685 40364 46869 49271 51469 56678 61546 62120 63210 65735 67427 76234 ,с.,Станчов хан,GAB,GAB35,GAB35-00,3,8,5,1928,N,4484,61394
68833,,,с.,Станьовци,PER,PER08,PER08-00,3,8,7,1928,SW,4485,9720
68847,,,с.,Станянци,SHU,SHU10,SHU10-12,3,7,5,1928,NE,4486,7330
68850,,,гр.,Стара Загора,SZR,SZR31,SZR31-00,1,1,4,1928,SE,4488,85786
68864,,,с.,Стара река,SLV,SLV20,SLV20-38,3,6,5,1928,SE,4490,51518
68878,,,с.,Стара река,JAM,JAM25,JAM25-37,3,6,3,1928,SE,4491,6938
68881,,,с.,Стара речка,TGV,TGV02,TGV02-00,3,8,3,1928,NE,4492,5319
68895,,,с.,Старейшино,KRZ,KRZ14,KRZ14-61,3,8,4,1928,S,4493,5058
68919,48605,,с.,Старилковци,GAB,GAB05,GAB05-00,3,8,5,1928,N,4495,0
68936,,,с.,Стари чал,KRZ,KRZ15,KRZ15-40,3,8,5,1928,S,4494,24428
68953,,,с.,Старово,KRZ,KRZ14,KRZ14-37,3,7,5,1928,S,4505,6225
68967,,,с.,Старо Железаре,PDV,PDV37,PDV37-09,3,7,4,1928,S,4496,34209
68970,70202,,с.,Старозагорски бани,SZR,SZR31,SZR31-45,3,7,4,1928,SE,4506,0
68984,,,с.,Старо място,KRZ,KRZ16,KRZ16-25,3,8,5,1928,S,4497,3800
68998,,20701,с.,Старо Оряхово,VAR,VAR13,VAR13-14,3,5,2,1928,NE,4498,39465
69002,,,с.,Старопатица,VID,VID22,VID22-05,3,7,4,1928,NW,4507,41529
69016,,,с.,Старосел,PDV,PDV37,PDV37-10,3,5,5,1928,S,4508,127069
69020,,,с.,Староселец,VAR,VAR24,VAR24-00,3,8,3,1928,NE,4509,5384
69047,,,с.,Старо селище,RAZ,RAZ14,RAZ14-20,3,7,4,1928,N,4499,18983
69050,,,с.,Старо село,VRC,VRC27,VRC27-24,3,7,5,1928,NW,4500,25293
69064,,,с.,Старо село,PER,PER36,PER36-24,3,7,7,1928,SW,4501,15855
69078,,,с.,Старо село,SLS,SLS34,SLS34-08,3,5,1,1928,N,4502,64662
69081,,,с.,Старо село,SLV,SLV20,SLV20-39,3,7,5,1928,SE,4503,17984
69095,,,с.,Староселци,PVN,PVN23,PVN23-03,3,6,2,1928,NW,4510,54235
69105,,59344,с.,Старцево,SML,SML11,SML11-05,3,5,7,1928,S,4511,17477
69119,,,с.,Старчево,BLG,BLG33,BLG33-40,3,6,3,1928,SW,4512,12179
69122,,,с.,Стар читак,KRZ,KRZ02,KRZ02-27,3,8,5,1928,S,4487,1505
69136,,,с.,Старчище,TGV,TGV02,TGV02-10,3,8,5,1928,NE,4513,7803
69146,,80279,с.,Стеврек,TGV,TGV02,TGV02-11,3,6,5,1928,NE,4514,38057
69153,,,с.,Стежерово,PVN,PVN16,PVN16-11,3,6,3,1928,NW,4515,46195
69167,,,с.,Стенско,KNL,KNL29,KNL29-41,3,7,6,1928,SW,4516,6698
69170,,,с.,Стефан Караджа,VAR,VAR09,VAR09-18,3,5,4,1928,NE,4517,29642
69184,,,с.,Стефан Караджа,SLS,SLS07,SLS07-20,3,5,3,1928,N,4518,45963
69198,,,с.,Стефан Караджа,DOB,DOB15,DOB15-57,3,7,4,1928,NE,4519,10122
69208,,,с.,Стефан Караджово,JAM,JAM03,JAM03-16,3,6,4,1928,SE,4520,47234
69211,05400,,с.,Стефаново,GAB,GAB05,GAB05-00,3,8,6,1928,N,4522,0
69225,,,с.,Стефаново,LOV,LOV18,LOV18-00,3,8,6,1928,NW,4523,29457
69239,,,с.,Стефаново,PER,PER36,PER36-25,3,6,6,1928,SW,4524,31394
69242,,,с.,Стефаново,DOB,DOB15,DOB15-58,3,5,4,1928,NE,4525,19878
69256,68000,,с.,Стикъл,SML,SML31,SML31-00,3,8,8,1928,S,4526,0
69261,,,с.,Стоб,KNL,KNL27,KNL27-08,3,6,5,1928,SW,4527,20323
69273,,,с.,Стоево,PDV,PDV01,PDV01-18,3,6,4,1928,S,4528,4936
69287,12168,,с.,Стоевци,GAB,GAB05,GAB05-00,3,8,5,1928,N,4529,0
69290,43699,,с.,Стожа,BLG,BLG40,BLG40-00,3,7,6,1928,SW,4530,0
69300,,,с.,Стожер,DOB,DOB15,DOB15-59,3,5,5,1928,NE,4531,45863
69314,,,с.,Стоил войвода,SLV,SLV16,SLV16-27,3,6,3,1928,SE,4532,34534
69328,,,с.,Стоилово,BGS,BGS12,BGS12-00,3,8,5,1928,SE,4533,48656
69345,,11604 17837 ,с.,Стойките,SML,SML31,SML31-33,3,7,8,1928,S,4534,42803
69359,,,с.,Стойково,HKV,HKV34,HKV34-31,3,7,3,1928,S,4535,10713
69376,,,с.,Стойново,TGV,TGV02,TGV02-00,3,8,5,1928,NE,4537,3623
69393,87326,,с.,Стойчевци,VTR,VTR13,VTR13-00,3,8,5,1928,N,4538,0
69403,43339,,с.,Стойчовци,GAB,GAB05,GAB05-00,3,8,5,1928,N,4539,0
69417,,13069 40659 57755 70799 73434 75037 ,с.,Стоките,GAB,GAB29,GAB29-26,3,6,5,1928,N,4540,132951
69420,,,с.,Столетово,PDV,PDV13,PDV13-26,3,6,5,1928,S,4541,9925
69434,,,с.,Столетово,SZR,SZR23,SZR23-00,3,8,3,1928,SE,4542,9869
69448,,,с.,Столник,SFO,SFO17,SFO17-16,3,6,6,1928,SW,4543,18732
69451,,04474,с.,Столът,GAB,GAB29,GAB29-27,3,7,5,1928,N,4544,34626
69465,,,с.,Стоманево,SML,SML09,SML09-12,3,7,8,1928,S,4545,15820
69479,14218,,с.,Стоманеците,GAB,GAB05,GAB05-00,3,8,6,1928,N,4546,0
69482,,,с.,Стоманци,KRZ,KRZ14,KRZ14-38,3,7,6,1928,S,4547,4963
69496,,,с.,Стоян-Заимово,SZR,SZR36,SZR36-00,3,8,5,1928,SE,4549,18398
69506,,,с.,Стоян Михайловски,SHU,SHU22,SHU22-14,3,6,4,1928,NE,4548,23098
69518,,,с.,Стояново,KRZ,KRZ02,KRZ02-00,3,8,7,1928,S,4550,5974
69523,,,с.,Радювене,LOV,LOV18,LOV18-28,3,6,5,1928,NW,3930,71810
69537,,,с.,Стояново,MON,MON12,MON12-00,3,8,4,1928,NW,4551,7145
69540,20268,,с.,Стояновци,VTR,VTR13,VTR13-00,3,8,6,1928,N,4552,0
69554,,,с.,Стояновци,VRC,VRC32,VRC32-08,3,7,5,1928,NW,4553,11120
69571,,,с.,Страдалово,KNL,KNL31,KNL31-00,3,8,7,1928,SW,4554,28461
69585,,,с.,Стража,SML,SML31,SML31-34,3,7,8,1928,S,4555,6309
69599,,,с.,Стража,TGV,TGV35,TGV35-36,3,6,4,1928,NE,4556,21935
69609,76220,,с.,Стражата,GAB,GAB35,GAB35-00,3,8,6,1928,N,4557,0
69612,,,с.,Стражевци,KRZ,KRZ16,KRZ16-91,3,8,5,1928,S,4558,10246
69633,,,гр.,Стражица,VTR,VTR31,VTR31-00,1,3,2,1928,N,4561,50073
69643,,,с.,Стражица,DOB,DOB03,DOB03-16,3,6,4,1928,NE,4562,8633
69657,,,с.,Стражница,KRZ,KRZ35,KRZ35-35,3,7,6,1928,S,4563,2155
69660,,,гр.,Стралджа,JAM,JAM22,JAM22-00,1,4,3,1928,SE,4564,79305
69674,,,с.,Странджа,JAM,JAM03,JAM03-00,3,8,5,1928,SE,4565,51711
69688,,,с.,Странджево,KRZ,KRZ15,KRZ15-41,3,6,3,1928,S,4566,8238
69691,,,с.,Странско,HKV,HKV09,HKV09-23,3,6,3,1928,S,4567,26419
69701,,,с.,Страхил,VAR,VAR09,VAR09-00,3,8,4,1928,NE,4568,11885
69715,,,с.,Страхил войвода,KRZ,KRZ16,KRZ16-92,3,8,5,1928,S,4569,3406
69729,,,с.,Страхилица,SHU,SHU07,SHU07-10,3,8,5,1928,NE,4570,5248
69732,,,с.,Страхилово,VTR,VTR26,VTR26-15,3,6,3,1928,N,4571,49395
69746,,,с.,Страцин,BGS,BGS17,BGS17-16,3,5,2,1928,SE,4572,15761
69759,,,с.,Страшимир,SML,SML11,SML11-06,3,8,7,1928,S,4573,3658
69763,,,с.,Страшимирово,VAR,VAR04,VAR04-04,3,5,1,1928,NE,4574,7016
69777,,,с.,Стрезимировци,PER,PER51,PER51-00,3,8,7,1928,SW,4575,3499
69780,,,с.,Стрелец,VTR,VTR06,VTR06-11,3,7,5,1928,N,4576,27679
69794,,,с.,Стрелец,SZR,SZR31,SZR31-46,3,7,3,1928,SE,4577,12246
69804,,,с.,Стрелково,SLS,SLS15,SLS15-10,3,8,3,1928,N,4578,19204
69818,,,с.,Стрелци,PDV,PDV07,PDV07-11,3,6,4,1928,S,4579,31234
69821,,,с.,Стрелци,SLV,SLV11,SLV11-17,3,6,6,1928,SE,4580,31414
69835,,,гр.,Стрелча,PAZ,PAZ32,PAZ32-00,1,4,5,1928,S,4581,119018
69849,,,с.,Стремово,KRZ,KRZ16,KRZ16-93,3,7,5,1928,S,4582,3741
69852,,,с.,Стремци,KRZ,KRZ16,KRZ16-37,3,5,5,1928,S,4583,9815
69866,,,с.,Стрижба,KRZ,KRZ14,KRZ14-39,3,7,6,1928,S,4584,16084
